EdgeBetweenness,interaction,name,selected,shared interaction,shared name,stringdb::coexpression,stringdb::cooccurrence,stringdb::databases,stringdb::experiments,stringdb::fusion,stringdb::interspecies,stringdb::neighborhood,stringdb::score,stringdb::textmining,source,target
38.882683982683986,pp,9606.ENSP00000392028 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000392028 (pp) 9606.ENSP00000410294,,,,0.053,,,,0.475,0.469,9606.ENSP00000392028,9606.ENSP00000410294
147.3652347652348,pp,9606.ENSP00000392028 (pp) 9606.ENSP00000392094,false,pp,9606.ENSP00000392028 (pp) 9606.ENSP00000392094,0.061,,,0.095,,,,0.446,0.401,9606.ENSP00000392028,9606.ENSP00000392094
225.9666666666667,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000371253,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000371253,0.067,,0.114,,,,0.057,0.422,0.347,9606.ENSP00000261733,9606.ENSP00000371253
179.93333333333334,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000323588,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000323588,,,,0.296,,,,0.423,0.215,9606.ENSP00000261733,9606.ENSP00000323588
82.0,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000440689,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000440689,0.058,,0.138,0.045,,,,0.857,0.837,9606.ENSP00000261733,9606.ENSP00000440689
82.0,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000426083,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000426083,0.186,,0.707,,0.001,,0.048,0.989,0.959,9606.ENSP00000261733,9606.ENSP00000426083
82.0,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000306606,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000306606,0.147,,0.707,,0.001,,0.048,0.995,0.984,9606.ENSP00000261733,9606.ENSP00000306606
68.30000000000001,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000379845,false,pp,9606.ENSP00000261733 (pp) 9606.ENSP00000379845,0.156,,0.918,0.099,,,0.055,0.945,0.209,9606.ENSP00000261733,9606.ENSP00000379845
2.0,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000318861,false,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000318861,0.134,,0.9,0.999,,,,0.999,0.951,9606.ENSP00000221494,9606.ENSP00000318861
2.0,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000412566,false,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000412566,0.143,,0.9,0.986,,,,0.999,0.282,9606.ENSP00000221494,9606.ENSP00000412566
45.98095238095238,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000392094,false,pp,9606.ENSP00000221494 (pp) 9606.ENSP00000392094,0.166,,0.9,0.962,,,,0.998,0.519,9606.ENSP00000221494,9606.ENSP00000392094
14.742424242424242,pp,9606.ENSP00000219097 (pp) 9606.ENSP00000301019,false,pp,9606.ENSP00000219097 (pp) 9606.ENSP00000301019,0.266,,0.8,0.292,,,,0.997,0.982,9606.ENSP00000219097,9606.ENSP00000301019
2.0,pp,9606.ENSP00000219097 (pp) 9606.ENSP00000441953,false,pp,9606.ENSP00000219097 (pp) 9606.ENSP00000441953,0.113,,0.9,0.998,,,,0.999,0.998,9606.ENSP00000219097,9606.ENSP00000441953
67.25757575757575,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000216122,false,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000216122,0.731,,0.5,0.973,,,,0.999,0.923,9606.ENSP00000209728,9606.ENSP00000216122
2.0,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000441953,false,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000441953,0.1,,0.9,0.966,,,,0.999,0.922,9606.ENSP00000209728,9606.ENSP00000441953
2.0,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000219097,false,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000219097,0.261,,0.9,0.928,,,,0.999,0.989,9606.ENSP00000209728,9606.ENSP00000219097
14.742424242424242,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000301019,false,pp,9606.ENSP00000209728 (pp) 9606.ENSP00000301019,0.88,,0.8,0.993,,,,0.999,0.998,9606.ENSP00000209728,9606.ENSP00000301019
13.483333333333336,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000272645,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000272645,0.072,,0.9,0.998,,,,0.999,0.982,9606.ENSP00000219252,9606.ENSP00000272645
52.77497853024169,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000258648,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000258648,0.127,,,0.883,,,,0.907,0.155,9606.ENSP00000219252,9606.ENSP00000258648
53.1702166254798,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000297347,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000297347,0.058,,,0.866,,,,0.895,0.239,9606.ENSP00000219252,9606.ENSP00000297347
123.73302574618364,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000392094,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000392094,0.638,,,0.194,,,0.095,0.769,0.23,9606.ENSP00000219252,9606.ENSP00000392094
55.34603174603172,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000222718,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000222718,,,0.5,,,,,0.502,0.046,9606.ENSP00000219252,9606.ENSP00000222718
22.906576756576754,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000392028,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000392028,0.044,,,0.306,,,0.043,0.513,0.324,9606.ENSP00000219252,9606.ENSP00000392028
52.7749785302417,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000481733,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000481733,0.113,,,0.893,,,,0.916,0.183,9606.ENSP00000219252,9606.ENSP00000481733
34.19445554445554,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000301067,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000301067,0.047,,0.5,,,,,0.534,0.102,9606.ENSP00000219252,9606.ENSP00000301067
52.77497853024169,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000292035,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000292035,0.082,,,0.899,,,,0.912,0.127,9606.ENSP00000219252,9606.ENSP00000292035
64.9980554533186,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000370938,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000370938,0.049,,,0.254,,,,0.514,0.371,9606.ENSP00000219252,9606.ENSP00000370938
131.7546287046287,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000410294,,,0.5,,,,,0.499,,9606.ENSP00000219252,9606.ENSP00000410294
179.13333333333335,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000371253,false,pp,9606.ENSP00000219252 (pp) 9606.ENSP00000371253,0.134,,,,,,0.045,0.438,0.376,9606.ENSP00000219252,9606.ENSP00000371253
9.787395937395939,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000363193,false,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000363193,0.118,,0.9,0.994,,,,0.999,0.754,9606.ENSP00000297347,9606.ENSP00000363193
2.7,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000481733,false,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000481733,0.042,,0.9,0.984,,,,0.999,0.772,9606.ENSP00000297347,9606.ENSP00000481733
4.624242424242424,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000370938,false,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000370938,0.049,,0.9,0.869,,,,0.997,0.805,9606.ENSP00000297347,9606.ENSP00000370938
14.282957393483693,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000417235,false,pp,9606.ENSP00000297347 (pp) 9606.ENSP00000417235,,,0.54,0.197,,,,0.715,0.291,9606.ENSP00000297347,9606.ENSP00000417235
95.69999999999999,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000371253,false,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000371253,0.967,0.288,0.984,0.299,0.672,,0.356,0.999,0.978,9606.ENSP00000264220,9606.ENSP00000371253
4.0,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000313490,false,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000313490,0.117,,,0.215,,,,0.987,0.983,9606.ENSP00000264220,9606.ENSP00000313490
35.3,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000379845,false,pp,9606.ENSP00000264220 (pp) 9606.ENSP00000379845,0.047,,,,,,0.045,0.467,0.462,9606.ENSP00000264220,9606.ENSP00000379845
38.95238095238094,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000410294,,,0.9,0.296,,,,0.999,0.99,9606.ENSP00000215530,9606.ENSP00000410294
7.3000000000000025,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000242261,false,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000242261,0.086,,,,,,,0.427,0.399,9606.ENSP00000215530,9606.ENSP00000242261
35.74761904761905,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000323588,false,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000323588,,,,,,,,0.589,0.589,9606.ENSP00000215530,9606.ENSP00000323588
2.0,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000334122,false,pp,9606.ENSP00000215530 (pp) 9606.ENSP00000334122,0.054,0.063,0.4,,,,,0.712,0.523,9606.ENSP00000215530,9606.ENSP00000334122
26.966685069316647,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000292035,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000292035,0.076,,,0.883,,,,0.894,0.091,9606.ENSP00000272645,9606.ENSP00000292035
70.94503274503275,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000410294,,,0.5,,,,,0.499,,9606.ENSP00000272645,9606.ENSP00000410294
13.426273726273728,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000301067,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000301067,0.042,,0.5,,,,,0.517,0.074,9606.ENSP00000272645,9606.ENSP00000301067
26.966685069316647,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000481733,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000481733,0.06,,,0.897,,,,0.905,0.1,9606.ENSP00000272645,9606.ENSP00000481733
19.536013986013984,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000392028,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000392028,0.049,,,0.297,,,,0.406,0.184,9606.ENSP00000272645,9606.ENSP00000392028
25.93811364074522,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000297347,false,pp,9606.ENSP00000272645 (pp) 9606.ENSP00000297347,0.104,,,0.849,,,,0.873,0.141,9606.ENSP00000272645,9606.ENSP00000297347
21.252380952380953,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000215829,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000215829,0.058,,0.9,0.97,,,,0.997,0.159,9606.ENSP00000156471,9606.ENSP00000215829
2.0,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000412566,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000412566,0.099,,0.9,0.966,,,,0.996,,9606.ENSP00000156471,9606.ENSP00000412566
2.0,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000199814,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000199814,0.074,,0.9,0.99,,,,0.999,0.288,9606.ENSP00000156471,9606.ENSP00000199814
2.0,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000318861,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000318861,0.084,,,0.8,,,,0.808,,9606.ENSP00000156471,9606.ENSP00000318861
2.0,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000216252,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000216252,0.064,,,0.8,,,,0.804,,9606.ENSP00000156471,9606.ENSP00000216252
45.98095238095239,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000392094,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000392094,0.217,,0.9,0.997,,,,0.999,0.479,9606.ENSP00000156471,9606.ENSP00000392094
2.0,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000221494,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000221494,0.057,,,0.879,,,,0.883,0.063,9606.ENSP00000156471,9606.ENSP00000221494
8.766666666666667,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000215793,false,pp,9606.ENSP00000156471 (pp) 9606.ENSP00000215793,0.155,,,0.832,,,,0.88,0.222,9606.ENSP00000156471,9606.ENSP00000215793
86.0,pp,9606.ENSP00000355988 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000355988 (pp) 9606.ENSP00000410294,0.083,,,0.045,,,,0.415,0.386,9606.ENSP00000355988,9606.ENSP00000410294
2.0,pp,9606.ENSP00000426083 (pp) 9606.ENSP00000440689,false,pp,9606.ENSP00000426083 (pp) 9606.ENSP00000440689,0.132,,0.9,,,,0.042,0.965,0.637,9606.ENSP00000426083,9606.ENSP00000440689
16.628195488721786,pp,9606.ENSP00000417235 (pp) 9606.ENSP00000481733,false,pp,9606.ENSP00000417235 (pp) 9606.ENSP00000481733,,,0.54,0.787,,,,0.94,0.437,9606.ENSP00000417235,9606.ENSP00000481733
58.0,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000392028,false,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000392028,,,,,,,,0.612,0.612,9606.ENSP00000242261,9606.ENSP00000392028
23.75,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000323588,false,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000323588,0.075,,0.4,0.296,,,,0.882,0.735,9606.ENSP00000242261,9606.ENSP00000323588
14.15,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000410294,false,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000410294,0.057,,,,,,,0.88,0.878,9606.ENSP00000242261,9606.ENSP00000410294
7.3,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000334122,false,pp,9606.ENSP00000242261 (pp) 9606.ENSP00000334122,0.067,,,,,,,0.416,0.401,9606.ENSP00000242261,9606.ENSP00000334122
45.98095238095238,pp,9606.ENSP00000392094 (pp) 9606.ENSP00000412566,false,pp,9606.ENSP00000392094 (pp) 9606.ENSP00000412566,0.245,,0.9,0.98,,,,0.999,0.543,9606.ENSP00000392094,9606.ENSP00000412566
82.0,pp,9606.ENSP00000313490 (pp) 9606.ENSP00000371253,false,pp,9606.ENSP00000313490 (pp) 9606.ENSP00000371253,0.23,,0.926,0.456,0.023,,,0.999,0.977,9606.ENSP00000313490,9606.ENSP00000371253
8.887395937395937,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000481733,false,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000481733,,,0.9,0.994,,,,0.999,0.547,9606.ENSP00000363193,9606.ENSP00000481733
11.790126540126538,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000370938,false,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000370938,0.067,,0.9,0.931,,,,0.999,0.999,9606.ENSP00000363193,9606.ENSP00000370938
13.179072681704255,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000417235,false,pp,9606.ENSP00000363193 (pp) 9606.ENSP00000417235,,0.062,0.54,0.326,,,,0.696,0.079,9606.ENSP00000363193,9606.ENSP00000417235
2.0,pp,9606.ENSP00000348848 (pp) 9606.ENSP00000366475,false,pp,9606.ENSP00000348848 (pp) 9606.ENSP00000366475,0.064,,,0.784,,,,0.998,0.993,9606.ENSP00000348848,9606.ENSP00000366475
98.42148407148409,pp,9606.ENSP00000262241 (pp) 9606.ENSP00000323588,false,pp,9606.ENSP00000262241 (pp) 9606.ENSP00000323588,,,,0.18,,,,0.474,0.385,9606.ENSP00000262241,9606.ENSP00000323588
30.038578088578088,pp,9606.ENSP00000262241 (pp) 9606.ENSP00000363193,false,pp,9606.ENSP00000262241 (pp) 9606.ENSP00000363193,0.079,,,0.994,,,,0.995,0.204,9606.ENSP00000262241,9606.ENSP00000363193
2.0,pp,9606.ENSP00000306606 (pp) 9606.ENSP00000440689,false,pp,9606.ENSP00000306606 (pp) 9606.ENSP00000440689,0.145,,0.9,,,,0.042,0.988,0.877,9606.ENSP00000306606,9606.ENSP00000440689
2.0,pp,9606.ENSP00000306606 (pp) 9606.ENSP00000426083,false,pp,9606.ENSP00000306606 (pp) 9606.ENSP00000426083,0.478,0.047,0.9,0.621,,,,0.986,0.378,9606.ENSP00000306606,9606.ENSP00000426083
45.98095238095238,pp,9606.ENSP00000318861 (pp) 9606.ENSP00000392094,false,pp,9606.ENSP00000318861 (pp) 9606.ENSP00000392094,0.28,,0.9,0.965,,,,0.999,0.778,9606.ENSP00000318861,9606.ENSP00000392094
2.0,pp,9606.ENSP00000318861 (pp) 9606.ENSP00000412566,false,pp,9606.ENSP00000318861 (pp) 9606.ENSP00000412566,0.245,,0.9,0.936,,,,0.997,0.624,9606.ENSP00000318861,9606.ENSP00000412566
